Motif_ID	DBID.1	GeneID	GeneName	Family_Name	Motif_Type
25940	M05253_2.00	DRGX_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25941	M05254_2.00	DRGX_eDBD_Methyl-HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25942	M10704_2.00	V$IPF1_Q4_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
25943	M05170_2.00	LHX9_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25944	M10706_2.00	V$IPF1_Q5_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
25945	M05261_2.00	PRRX2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25946	M06256_2.00	inv_SOLEXA_2_FBgn0001269	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25947	M4887_1.02	CG9876_Cell_FBgn0034821	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25948	M4888_1.02	CG9876_SOLEXA_FBgn0034821	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25949	M05196_2.00	ALX3_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25950	M05147_2.00	EMX1_FL_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25951	M05244_2.00	PHOX2A_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25952	M05223_2.00	MSX1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25953	M10735_2.00	V$PRRX2_05	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
25954	M00405_2.00	Lhx1_2240	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25955	M04954_2.00	DLX5_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25956	M09564_2.00	Neuron-Phox2a_GSE31456	KH2013:KH.L119.26	ARX	Homeodomain	Misc
25957	M00417_2.00	Otp_3496	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25958	M00423_2.00	Dlx2_2273	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25959	M00424_2.00	Esx1_3124	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25960	M05263_2.00	PRRX2_FL_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25961	M05264_2.00	PRRX2_FL_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25962	M00308_2.00	HESX1_R160C	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25963	M10716_2.00	V$MSX1_Q5_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
25964	M00401_2.00	Phox2b_3948	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25965	M05245_2.00	PHOX2A_eDBD_Methyl-HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25966	M05221_2.00	MSX1_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25967	M05222_2.00	MSX1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25968	M06303_2.00	Awh_Cell_FBgn0013751	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25969	M03879_2.00	Vsx1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25970	M06307_2.00	Btn_Cell_FBgn0014949	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25971	M05226_2.00	MSX1_FL_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25972	M06309_2.00	Otp_Cell_FBgn0015524	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25973	M05146_2.00	EMX1_eDBD_Methyl-HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25974	M05142_2.00	RAX_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25975	M05195_2.00	ALX3_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25976	M00452_2.00	Isx_3445	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25977	M5000_1.02	Hbn_SOLEXA_FBgn0008636	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25978	M5291_1.02	ARX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25979	M03816_2.00	lbl_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25980	M06238_2.00	en_SOLEXA_2_FBgn0000577	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25981	M03823_2.00	lbe_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25982	M03824_2.00	lbe_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25983	M05259_2.00	PRRX2_eDBD_HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25984	M06242_2.00	Eve_SOLEXA_FBgn0000606	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25985	M06255_2.00	Inv_Cell_FBgn0001269	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25986	M5174_1.02	Rx_Cell_FBgn0020617	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25987	M05172_2.00	LHX9_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25988	M06232_2.00	Bsh_SOLEXA_FBgn0000529	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25989	M05265_2.00	GBX2_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
25990	M00400_2.00	Phox2a_3947	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25991	M06236_2.00	En_Cell_FBgn0000577	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25992	M06263_2.00	Slou_SOLEXA_FBgn0002941	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25993	M06264_2.00	Ro_Cell_FBgn0003267	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25994	M10736_2.00	V$EVX2_04	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
25995	M06276_2.00	Zen_Cell_FBgn0004053	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25996	M06277_2.00	zen_FlyReg_FBgn0004053	KH2013:KH.L119.26	ARX	Homeodomain	B1H
25997	M00414_2.00	Msx2_3449	KH2013:KH.L119.26	ARX	Homeodomain	PBM
25998	M09570_2.00	Neuron-Lhx3_GSE31456	KH2013:KH.L119.26	ARX	Homeodomain	Misc
25999	M09571_2.00	Islet-Pdx1_SRA008281	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26000	M05215_2.00	LMX1A_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26001	M00395_2.00	Evx1_3952	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26002	M05218_2.00	EN1_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26003	M05219_2.00	EN1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26004	M5287_1.02	ALX4_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26005	M05220_2.00	EN1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26006	M06301_2.00	Repo_Cell_FBgn0011701	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26007	M06302_2.00	Repo_SOLEXA_FBgn0011701	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26008	M10651_2.00	V$HOXA3_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26009	M00445_2.00	Lhx5_2279	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26010	M10656_2.00	V$LHX2_Q6	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26011	M06308_2.00	Btn_SOLEXA_FBgn0014949	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26012	M10658_2.00	V$LHX3b_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26013	M03154_2.00	LMX1B_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26014	M00446_2.00	Ipf1_3815	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26015	M00448_2.00	Og2x_3719	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26016	M06233_2.00	Ems_Cell_FBgn0000576	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26017	M06234_2.00	ems_FlyReg_FBgn0000576	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26018	M5137_1.02	Otp_Cell_FBgn0015524	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26019	M5138_1.02	Otp_SOLEXA_FBgn0015524	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26020	M5149_1.02	PhdP_Cell_FBgn0025334	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26021	M5150_1.02	PhdP_SOLEXA_FBgn0025334	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26022	M5160_1.02	Pph13_Cell_FBgn0023489	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26023	M06241_2.00	eve_FlyReg_FBgn0000606	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26024	M5164_1.02	Repo_Cell_FBgn0011701	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26025	M5165_1.02	Repo_SOLEXA_FBgn0011701	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26026	M03827_2.00	repo_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26027	M5175_1.02	Rx_SOLEXA_FBgn0020617	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26028	M5284_1.02	ALX3_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26029	M00398_2.00	Vax1_3499	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26030	M5286_1.02	ALX3_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26031	M00393_2.00	Evx2_2645	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26032	M00498_2.00	Prop1_3949	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26033	M05266_2.00	GBX2_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26034	M06265_2.00	Ro_SOLEXA_FBgn0003267	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26035	M5345_1.02	DMBX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26036	M10737_2.00	V$PROP1_Q2	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26037	M06278_2.00	Zen_SOLEXA_FBgn0004053	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26038	M06279_2.00	Zen2_Cell_FBgn0004054	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26039	M06280_2.00	zen2_SOLEXA_2_FBgn0004054	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26040	M09583_2.00	Yeast-Pho2_GSE29506	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26041	M00429_2.00	Msx3_3206	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26042	M09677_2.00	en	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26043	M05217_2.00	LMX1A_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26044	M00432_2.00	Lmx1a_2238	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26045	M00434_2.00	Lhx6_2272	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26046	M10639_2.00	V$DLX3_Q6	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26047	M10650_2.00	V$DLX5_Q3	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26048	M06300_2.00	Lbe_SOLEXA_FBgn0011278	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26049	M06304_2.00	Awh_SOLEXA_FBgn0013751	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26050	M00439_2.00	Shox2_2641	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26051	M10657_2.00	V$LHX3A_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26052	M03153_2.00	LMX1B_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26053	M00307_2.00	HESX1_N125S	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26054	M00292_2.00	ESX1_REF	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26055	M06231_2.00	Bsh_Cell_FBgn0000529	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26056	M00449_2.00	Dlx5_3419	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26057	M03164_2.00	LHX9_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26058	M06235_2.00	Ems_SOLEXA_FBgn0000576	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26059	M03815_2.00	lbl_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26060	M02687_2.00	MA0135.1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26061	M03822_2.00	lbe_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26062	M03076_2.00	ARX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26063	M05258_2.00	PRRX2_eDBD_HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26064	M03825_2.00	lbe_4	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26065	M03826_2.00	repo_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26066	M00472_2.00	Cart1_1275	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26067	M03828_2.00	repo_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26068	M06257_2.00	inv_SOLEXA_5_FBgn0001269	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26069	M5285_1.02	ALX3_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26070	M00388_2.00	Hlxb9_3422	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26071	M00495_2.00	Emx2_3420	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26072	M06262_2.00	Slou_Cell_FBgn0002941	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26073	M03835_2.00	otp_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26074	M5311_1.02	CART1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26075	M03840_2.00	Rx_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26076	M03841_2.00	Rx_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26077	M03845_2.00	Pph13_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26078	M04955_2.00	DLX5_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26079	M04956_2.00	DLX5_FL_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26080	M06281_2.00	Zen2_SOLEXA_FBgn0004054	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26081	M00426_2.00	Rax_3443	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26082	M06292_2.00	Hbn_SOLEXA_FBgn0008636	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26083	M05216_2.00	LMX1A_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26084	M10637_2.00	V$ALX4_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26085	M10638_2.00	V$DLX3_Q3	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26086	M00430_2.00	Lhx4_1719	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26087	M00431_2.00	Prrx1_3442	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26088	M06299_2.00	Lbe_Cell_FBgn0011278	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26089	M10655_2.00	V$LHX2_Q4	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26090	M04992_2.00	LHX6_FL_HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26091	M00442_2.00	Nkx1-1_3856	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26092	M00306_2.00	HESX1_E149K	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26093	M03873_2.00	CG32105_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26094	M03874_2.00	CG32532_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26095	M03155_2.00	PDX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26096	M03806_2.00	zen2_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26097	M03807_2.00	zen2_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26098	M00457_2.00	Barx2_3447	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26099	M00459_2.00	Vsx1_1728	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26100	M00462_2.00	Gbx2_3110	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26101	M00464_2.00	Vax2_3500	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26102	M00465_2.00	Lbx2_3869	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26103	M03077_2.00	MEOX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26104	M5161_1.02	Pph13_SOLEXA_FBgn0023489	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26105	M00471_2.00	Cart1_0997	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26106	M03081_2.00	DLX3_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26107	M00482_2.00	Lmx1b_3433	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26108	M00484_2.00	En2_0952	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26109	M06258_2.00	Lim3_Cell_FBgn0002023	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26110	M00487_2.00	Alx4_1744	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26111	M06259_2.00	Lim3_SOLEXA_FBgn0002023	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26112	M03191_2.00	UNCX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26113	M03192_2.00	UNCX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26114	M03836_2.00	unpg_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26115	M05267_2.00	GBX2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26116	M03199_2.00	DRGX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26117	M5348_1.02	DRGX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26118	M03846_2.00	unc-4_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26119	M03849_2.00	PHDP_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26120	M03851_2.00	OdsH_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26121	M06291_2.00	Hbn_Cell_FBgn0008636	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26122	M03853_2.00	Lim1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26123	M06293_2.00	E5_Cell_FBgn0008646	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26124	M06294_2.00	E5_SOLEXA_FBgn0008646	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26125	M06295_2.00	Lbl_Cell_FBgn0008651	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26126	M03858_2.00	CG11085_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26127	M06296_2.00	Lbl_SOLEXA_FBgn0008651	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26128	M04985_2.00	EVX1_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26129	M00435_2.00	Lhx3_3431	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26130	M03149_2.00	RAX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26131	M03151_2.00	EMX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26132	M03152_2.00	EMX1_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26133	M04993_2.00	LHX6_FL_HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26134	M10803_2.00	V$DLX3_02	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26135	M10804_2.00	V$XFD1_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26136	M03156_2.00	PDX1_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26137	M03163_2.00	LHX9_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26138	M03813_2.00	hbn_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26139	M03814_2.00	E5_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26140	M02233_2.00	pTH6163	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26141	M09129_2.00	DLX3_HUMAN.H11MO.0.C	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26142	M02688_2.00	MA0125.1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26143	M00467_2.00	Arx_1738	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26144	M09147_2.00	PDX1_HUMAN.H11MO.0.A	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26145	M03079_2.00	ALX4_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26146	M03183_2.00	EN1_4	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26147	M03095_2.00	DLX5_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26148	M03097_2.00	HOXA2_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26149	M05262_2.00	PRRX2_FL_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26150	M03832_2.00	btn_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26151	M03190_2.00	EN2_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26152	M00262_2.00	ARX_P353R	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26153	M00263_2.00	ARX_R332H	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26154	M03193_2.00	GBX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26155	M00265_2.00	ARX_T333N	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26156	M00266_2.00	VSX1_G160D	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26157	M00267_2.00	VSX1_Q175H	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26158	M10741_2.00	V$CART1_01	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26159	M5715_1.02	PHOX2B_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26160	M5716_1.02	PHOX2B_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26161	M03852_2.00	OdsH_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26162	M04962_2.00	HOXA2_eDBD_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26163	M03855_2.00	CG11294_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26164	M03856_2.00	CG11294_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26165	M03857_2.00	CG11085_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26166	M04966_2.00	HOXA2_FL_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26167	M04967_2.00	HOXA2_FL_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26168	M00288_2.00	MSX2_P148H	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26169	M03867_2.00	CG9876_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26170	M04987_2.00	EVX1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26171	M10781_2.00	I$AP_Q6	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26172	M10785_2.00	I$EN_Q6	KH2013:KH.L119.26	ARX	Homeodomain	Transfac
26173	M05127_2.00	MNX1_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26174	M05128_2.00	MNX1_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26175	M06230_2.00	Dr_SOLEXA_FBgn0000492	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26176	M03805_2.00	zen_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26177	M02228_2.00	pTH6369	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26178	M4807_1.02	CG11294_SOLEXA_FBgn0030058	KH2013:KH.L119.26	ARX	Homeodomain	B1H
26179	M03172_2.00	ALX3_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26180	M03173_2.00	ALX3_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26181	M03174_2.00	ALX3_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26182	M03179_2.00	LMX1A_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26183	M09137_2.00	LHX3_HUMAN.H11MO.0.C	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26184	M03181_2.00	EN1_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26185	M00469_2.00	Gsh2_3990	KH2013:KH.L119.26	ARX	Homeodomain	PBM
26186	M09156_2.00	PRRX2_HUMAN.H11MO.0.C	KH2013:KH.L119.26	ARX	Homeodomain	Misc
26187	M03184_2.00	MSX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26188	M03185_2.00	MSX1_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26189	M03831_2.00	Awh_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26190	M03189_2.00	EN2_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26191	M03106_2.00	LHX2_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26192	M03833_2.00	btn_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26193	M03834_2.00	otp_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26194	M03109_2.00	LHX6_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26195	M03110_2.00	LHX6_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26196	M03113_2.00	PHOX2B_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26197	M03114_2.00	PHOX2B_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26198	M03118_2.00	DLX2_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26199	M03119_2.00	VAX2_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26200	M03120_2.00	PRRX1_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26201	M03121_2.00	PRRX1_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26202	M03122_2.00	PRRX1_3	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26203	M04963_2.00	HOXA2_eDBD_Methyl-HT-SELEX_1	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26204	M04964_2.00	HOXA2_eDBD_Methyl-HT-SELEX_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26205	M04965_2.00	HOXA2_FL_HT-SELEX	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26206	M03128_2.00	MSX2_2	KH2013:KH.L119.26	ARX	Homeodomain	SELEX
26207	M00287_2.00	VSX2_REF	KH2013:KH.L119.26	ARX	Homeodomain	PBM
